Hurguada								
 27.15         33.717        14            2 								
								
 hy	 p	 Ta	 RH	G_Bh	G_Dh	N	 FF	 DD
2791	1011	24.1	43	84	121	3	7.9	141
2792	1011	25.8	39	308	117	0	7.3	283
2793	1011	27.5	34	479	160	0	8.3	126
2794	1011	29.1	28	622	190	0	9.8	13
2795	1011	30.4	25	701	225	0	9.8	292
2796	1011	31.5	24	727	247	0	9.4	250
2797	1011	32.3	24	712	241	0	8.7	266
2798	1011	32.7	22	654	212	0	8.3	351
2799	1011	32.8	21	552	168	0	9	90
2800	1011	32.5	23	393	131	0	10.2	357
2801	1011	31.7	25	206	94	0	10.5	13
2802	1011	30.6	28	46	54	0	10.5	29
2803	1011	29.5	30	0	0	0	10.8	5
2804	1011	28.4	35	0	0	1	9	357
2805	1011	27.4	40	0	0	1	8.3	352
2806	1011	26.3	45	0	0	1	7.9	246
2807	1011	25.2	46	0	0	1	8.3	67
2808	1011	24.1	47	0	0	1	7.9	304
2809	1011	23.1	56	0	0	2	7.1	15
2810	1011	22	57	0	0	2	6.6	360
2811	1011	21.3	59	0	0	2	7.5	347
2812	1011	20.7	58	0	0	2	7.5	40
2813	1011	20.3	58	0	0	3	6.6	7
2814	1011	20.4	52	0	15	3	4.1	346
2815	1011	21.7	46	81	123	3	4.3	331
2816	1011	23.1	39	310	118	0	4.6	348
2817	1011	24.5	37	483	155	0	6.8	337
2818	1011	25.8	32	602	204	0	7.5	260
2819	1011	26.9	28	680	240	0	7.1	24
2820	1011	27.8	26	730	246	0	7.7	345
2821	1011	28.4	25	691	256	0	8.7	336
2822	1011	28.7	26	633	227	0	9	21
2823	1011	28.7	26	537	178	0	8.3	323
2824	1011	28.3	27	390	133	0	9	310
2825	1011	27.6	29	206	100	0	8.5	342
2826	1011	26.6	30	45	58	0	8.7	338
2827	1011	25.5	36	0	1	0	9	320
2828	1011	24.6	40	0	0	1	9.8	319
2829	1011	23.6	42	0	0	1	9.4	340
2830	1011	22.7	46	0	0	1	8.7	332
2831	1011	21.7	48	0	0	1	6.8	351
2832	1011	20.7	49	0	0	1	6.6	354
2833	1011	20.2	51	0	0	1	6.6	24
2834	1011	19.7	52	0	0	2	7.1	9
2835	1011	19.4	50	0	0	2	8.1	329
2836	1011	19.1	49	0	0	2	7.9	319
2837	1011	18.9	53	0	0	2	6.3	341
2838	1011	19.1	49	0	16	2	5	337
2839	1011	20.5	44	85	124	3	5	318
2840	1011	22.1	38	311	115	0	6	353
2841	1011	23.7	35	460	170	0	5.2	345
2842	1011	25.1	29	570	226	0	5.2	360
2843	1011	26.3	28	607	290	0	5	347
2844	1011	27.3	24	652	300	0	5.7	11
2845	1011	28	21	683	262	0	6.3	344
2846	1011	28.4	20	616	239	0	5	26
2847	1011	28.4	22	509	201	0	4.8	1
2848	1011	28.1	22	366	142	0	5.7	38
2849	1011	27.3	24	188	105	0	6.3	21
2850	1011	26.2	24	41	56	0	6	37
2851	1011	25.2	26	0	0	1	5.7	23
2852	1011	24.3	32	0	0	1	5	351
2853	1011	23.4	32	0	0	1	4.4	347
2854	1011	22.5	32	0	0	1	4.4	25
2855	1011	21.6	32	0	0	2	4.1	37
2856	1011	20.8	34	0	0	2	4.8	18
2857	1011	20.1	35	0	0	2	6.3	330
2858	1011	19.3	36	0	0	2	7.1	349
2859	1011	18.9	36	0	0	3	7.3	1
2860	1011	18.5	37	0	0	3	7.3	23
2861	1011	18.2	36	0	0	3	5.2	17
2862	1011	18.4	36	0	17	3	4.6	349
2863	1011	19.8	36	90	124	4	5	2
2864	1011	21.4	33	325	112	0	5.2	24
2865	1011	22.9	28	493	156	0	6	7
2866	1011	24.3	25	651	175	0	7.1	357
2867	1011	25.5	25	730	208	0	7.1	291
2868	1011	26.5	23	747	236	0	7.5	209
2869	1011	27.1	22	733	229	0	7.5	329
2870	1011	27.4	22	679	198	0	7.3	334
2871	1011	27.5	22	572	157	0	7.1	268
2872	1011	27.1	24	410	124	0	6.3	288
2873	1011	26.3	27	217	92	0	6.8	266
2874	1011	25.2	28	55	50	0	6	26
2875	1011	24.1	30	0	0	1	6.3	120
2876	1011	23.6	35	0	0	1	5.7	182
2877	1011	23.2	38	0	0	1	4.8	286
2878	1011	22.7	42	0	0	1	4.1	283
2879	1011	22.3	48	0	0	2	4.6	358
2880	1011	21.8	51	0	0	2	5.4	18
2881	1011	21.8	40	0	0	3	6.3	333
2882	1011	21.8	46	0	0	3	5.3	175
2883	1011	21.8	44	0	0	3	4.9	163
2884	1011	21.7	45	0	0	3	4.3	27
2885	1011	21.7	53	0	0	3	3.3	304
2886	1011	22	55	0	18	3	3.6	273
2887	1011	23.5	51	98	124	3	4.4	22
2888	1011	25.1	47	354	101	0	4.3	289
2889	1011	26.7	41	546	121	0	5.5	30
2890	1011	28.2	38	680	157	0	6.9	10
2891	1011	29.4	35	772	181	0	8.5	360
2892	1011	30.4	33	778	216	0	8.9	61
2893	1011	31.1	32	765	208	0	8.4	38
2894	1011	31.5	30	705	181	0	8.5	10
2895	1011	31.6	29	582	152	0	9.6	321
2896	1011	31.3	28	408	126	0	8.8	56
2897	1011	30.5	30	220	90	3	9.4	350
2898	1011	29.5	30	55	52	3	8.2	294
2899	1011	28.4	30	0	0	3	7.7	46
2900	1011	27.9	36	0	0	3	6.5	217
2901	1011	27.3	36	0	0	3	5.5	286
2902	1011	26.8	36	0	0	3	6.1	58
2903	1011	26.3	37	0	0	3	6.3	354
2904	1011	25.7	40	0	0	3	6.5	4
2905	1011	25.3	43	0	0	3	6.7	8
2906	1011	24.7	46	0	0	3	7.2	15
2907	1011	24.5	49	0	0	3	7.7	9
2908	1011	24.2	49	0	0	3	6.9	314
2909	1011	24	53	0	0	3	5.3	51
2910	1011	24.2	51	0	18	3	5.1	349
2911	1011	25.6	45	92	127	3	5.5	339
2912	1011	27	39	329	113	0	6.7	339
2913	1011	28.5	34	503	153	0	7.8	348
2914	1011	29.8	28	656	179	0	8	49
2915	1011	31	26	787	173	0	7.7	51
2916	1011	31.9	23	822	188	0	8.2	43
2917	1011	32.5	23	808	181	0	7.7	348
2918	1011	32.9	21	740	159	0	6.5	1
2919	1011	33	21	630	123	0	5.7	43
2920	1011	32.7	23	437	113	0	5.5	357
2921	1011	31.9	23	223	98	0	5.5	360
2922	1011	31	26	53	58	0	5.7	14
2923	1011	29.9	26	0	1	0	4.4	348
2924	1011	29.2	30	0	0	1	3.5	340
2925	1011	28.4	32	0	0	1	3.2	0
2926	1011	27.7	33	0	0	1	3.5	342
2927	1011	26.9	34	0	0	1	3	16
2928	1011	26.2	36	0	0	1	3.5	350
2929	1011	25.6	39	0	0	2	3.6	262
2930	1011	25	39	0	0	2	3.9	323
2931	1011	24.7	36	0	0	2	4.4	300
2932	1011	24.4	37	0	0	2	4.4	260
2933	1011	24.2	35	0	0	2	3.8	178
2934	1011	24.4	32	0	21	3	3.5	337
2935	1011	25.8	29	115	119	3	2.8	349
2936	1011	27.3	26	376	88	0	2.3	252
2937	1011	28.8	23	582	102	0	2.4	295
2938	1011	30.1	20	731	129	0	2.3	290
2939	1011	31.3	19	817	155	0	3.2	301
2940	1011	32.2	19	857	167	0	3.6	333
2941	1011	32.8	19	854	154	0	3.8	303
2942	1011	33.2	18	769	142	0	3.9	293
2943	1011	33.2	19	643	116	0	4.3	298
2944	1011	32.9	20	471	88	0	2.8	307
2945	1011	32.2	21	261	73	0	3	327
2946	1011	31.2	22	68	48	0	2.7	175
2947	1011	30.1	23	0	1	0	2.3	322
2948	1011	29.3	25	0	0	1	1.6	50
2949	1011	28.4	29	0	0	1	1.4	8
2950	1011	27.5	31	0	0	1	1.4	335
2951	1011	26.6	34	0	0	1	1.4	343
2952	1011	25.8	35	0	0	1	1.9	340
2953	1011	25.1	35	0	0	2	2.6	346
2954	1011	24.4	38	0	0	2	2.7	4
2955	1011	24	40	0	0	2	3	348
2956	1011	23.6	42	0	0	2	3.1	347
2957	1011	23.3	44	0	0	2	2.7	3
2958	1011	23.6	44	0	22	2	3.2	341
2959	1011	25	42	119	119	3	3.1	3
2960	1011	26.4	37	380	88	0	3.2	346
2961	1011	27.8	37	578	106	0	3.5	322
2962	1011	29.1	30	720	136	0	4.9	14
2963	1011	30.2	28	823	152	0	5.3	349
2964	1011	31.1	26	863	164	0	4.4	320
2965	1011	31.7	27	860	150	0	4.6	352
2966	1011	32	27	805	123	0	5.3	329
2967	1011	32.1	25	670	102	0	5.1	337
2968	1011	31.8	25	493	77	0	5.1	11
2969	1011	31	28	263	75	0	5.1	342
2970	1011	30	32	69	51	0	5.1	25
2971	1011	29	32	0	1	0	5.5	199
2972	1011	28.3	38	0	0	1	4.6	351
2973	1011	27.6	39	0	0	1	3.8	293
2974	1011	26.9	41	0	0	1	3	265
2975	1011	26.2	43	0	0	1	3	182
2976	1011	25.5	44	0	0	1	2.7	299
2977	1011	25.1	43	0	0	2	2.4	282
2978	1011	24.7	44	0	0	2	2.3	283
2979	1011	24.5	43	0	0	2	2.6	307
2980	1011	24.3	47	0	0	2	1.8	314
2981	1011	24.1	47	0	0	2	1.8	291
2982	1011	24.4	48	0	22	3	0.9	283
2983	1011	25.9	41	111	123	3	1.4	289
2984	1011	27.4	38	364	97	0	0.9	189
2985	1011	28.9	36	559	118	0	0.9	323
2986	1011	30.3	29	689	156	0	0.4	343
2987	1011	31.5	29	779	180	0	0.9	352
2988	1011	32.4	25	804	201	0	1.4	338
2989	1011	33	25	811	180	0	2.1	352
2990	1011	33.4	24	736	164	0	0.9	271
2991	1011	33.5	24	634	123	0	1.8	106
2992	1011	33.1	24	450	105	0	1.9	353
2993	1011	32.4	26	248	80	0	2.6	358
2994	1011	31.4	26	64	54	0	2.6	336
2995	1011	30.4	30	0	1	0	2.1	10
2996	1011	29.6	35	0	0	1	1.6	2
2997	1011	28.9	38	0	0	1	1.6	28
2998	1011	28.1	42	0	0	1	1.1	333
2999	1011	27.4	45	0	0	1	2.3	343
3000	1011	26.6	45	0	0	1	2.6	14
3001	1011	26	46	0	0	2	2.7	332
3002	1011	25.4	50	0	0	2	2.1	24
3003	1011	25.1	49	0	0	2	2.3	299
3004	1011	24.8	52	0	0	2	2.1	52
3005	1011	24.6	52	0	0	2	2.1	40
3006	1011	24.8	51	0	23	3	2.3	304
3007	1011	26.3	47	117	122	3	1.6	204
3008	1011	27.8	39	379	91	0	1.8	53
3009	1011	29.2	34	573	111	0	2.6	339
3010	1011	30.5	27	717	139	0	2.8	353
3011	1011	31.7	25	812	160	0	3	1
3012	1011	32.6	23	855	170	0	3	237
3013	1011	33.2	23	851	157	0	3.3	330
3014	1011	33.6	23	769	144	0	4.4	280
3015	1011	33.6	22	651	113	0	5.1	272
3016	1011	33.3	21	483	84	0	4.1	275
3017	1011	32.6	23	262	75	0	3.6	294
3018	1011	31.6	23	70	51	0	4.1	285
3019	1011	30.6	26	0	1	0	5.3	290
3020	1011	29.6	30	0	0	0	6.1	287
3021	1011	28.7	31	0	0	1	3.6	269
3022	1011	27.7	33	0	0	1	3.5	288
3023	1011	26.7	36	0	0	1	3.1	291
3024	1011	25.8	37	0	0	1	3.3	282
3025	1011	25.1	41	0	0	1	3.8	272
3026	1011	24.3	45	0	0	1	4.3	286
3027	1011	23.9	45	0	0	2	4.6	294
3028	1011	23.4	44	0	0	2	4.6	274
3029	1011	23.1	43	0	0	2	3.8	279
3030	1011	23.4	39	0	24	2	3.1	282
3031	1011	24.8	36	115	124	2	4.1	281
3032	1011	26.2	34	368	98	0	3.5	292
3033	1011	27.5	30	556	122	0	4.1	288
3034	1011	28.8	24	691	156	0	4.9	285
3035	1011	29.8	22	778	182	0	5.7	289
3036	1011	30.7	22	809	199	0	6.5	290
3037	1011	31.3	20	795	191	0	6.1	279
3038	1011	31.6	19	731	168	0	6.7	284
3039	1011	31.6	19	575	165	0	6.1	271
3040	1011	31.2	17	408	130	0	6.5	303
3041	1011	30.5	18	226	92	0	6.3	292
3042	1011	29.6	21	62	49	0	6.1	291
3043	1011	28.6	23	0	0	0	6.1	293
3044	1011	27.6	27	0	0	0	5.5	285
3045	1011	26.7	29	0	0	0	5.1	285
3046	1011	25.8	33	0	0	0	4.9	271
3047	1011	24.9	34	0	0	0	4.1	298
3048	1011	23.9	35	0	0	0	3.5	276
3049	1011	23.3	40	0	0	0	3.8	28
3050	1011	22.6	42	0	0	0	4.6	357
3051	1011	22.3	42	0	0	0	6.5	358
3052	1011	21.9	41	0	0	0	5.5	1
3053	1011	21.7	40	0	0	0	5.1	346
3054	1011	21.9	36	0	24	0	4.9	12
3055	1011	23.3	33	122	111	0	5.1	5
3056	1011	24.7	30	332	119	0	6.1	13
3057	1011	26	24	488	164	0	6.7	353
3058	1011	27.2	20	608	210	0	7.2	342
3059	1011	28.3	19	649	269	0	6.3	335
3060	1011	29.1	18	656	304	1	5.7	343
3061	1011	29.6	17	655	287	0	6.3	2
3062	1011	29.9	18	604	252	0	6.5	348
3063	1011	30	19	531	188	0	6.1	346
3064	1011	29.6	20	387	143	0	5.7	174
3065	1011	29	20	217	98	0	6.3	41
3066	1011	28	21	55	57	0	6.9	336
3067	1011	27	23	0	1	0	7.4	327
3068	1011	26.2	26	0	0	1	7.2	50
3069	1011	25.4	27	0	0	1	6.9	325
3070	1011	24.5	27	0	0	1	7.2	53
3071	1011	23.7	29	0	0	1	6.9	332
3072	1011	22.8	30	0	0	1	6.5	24
3073	1011	22.3	30	0	0	1	8	21
3074	1011	21.7	30	0	0	2	7.2	357
3075	1011	21.3	29	0	0	2	6.7	351
3076	1011	21	28	0	0	2	6.5	23
3077	1011	20.8	29	0	0	2	6.1	69
3078	1011	21.1	28	0	26	2	5.5	37
3079	1011	22.5	27	114	127	3	5.9	300
3080	1011	24	26	365	102	0	5.3	307
3081	1011	25.4	22	553	126	0	5.5	300
3082	1011	26.7	21	679	165	0	6.1	255
3083	1011	27.8	19	732	213	0	6.7	53
3084	1011	28.6	18	764	230	0	6.9	299
3085	1011	29.2	18	777	204	0	7.7	324
3086	1011	29.5	18	731	168	0	8	239
3087	1011	29.6	20	623	132	0	8	4
3088	1011	29.3	20	449	109	0	8.9	206
3089	1011	28.6	21	242	86	0	9.4	324
3090	1011	27.6	21	66	53	0	8.8	345
3091	1011	26.6	23	0	1	0	8.2	98
3092	1011	25.7	27	0	0	0	7.4	323
3093	1011	24.9	29	0	0	0	6.7	270
3094	1011	24	33	0	0	1	6.5	309
3095	1011	23.2	38	0	0	1	5.7	315
3096	1011	22.3	43	0	0	1	4.6	295
3097	1011	21.7	42	0	0	1	4.9	167
3098	1011	21.1	42	0	0	1	5.1	276
3099	1011	20.7	43	0	0	1	7.4	221
3100	1011	20.4	43	0	0	1	7.2	272
3101	1011	20.1	55	0	0	1	4.9	7
3102	1011	20.4	52	0	26	2	4.3	169
3103	1011	21.8	50	114	128	2	4.9	206
3104	1011	23.2	45	359	110	0	4.9	292
3105	1011	24.7	36	562	121	0	5.9	57
3106	1011	25.9	32	667	173	0	6.7	39
3107	1011	27	29	743	206	0	7.7	300
3108	1011	27.8	28	741	246	0	7.7	297
3109	1011	28.3	28	749	223	0	8	202
3110	1011	28.6	29	664	212	0	7.4	47
3111	1011	28.6	29	566	167	0	8.4	348
3112	1011	28.3	29	408	133	0	8.4	145
3113	1011	27.6	29	223	96	0	8.2	43
3114	1011	26.6	34	60	56	0	7.7	302
3115	1011	25.5	39	0	1	0	6.5	1
3116	1011	24.9	43	0	0	0	4.9	350
3117	1011	24.3	44	0	0	0	4.4	355
3118	1011	23.7	45	0	0	0	3.9	358
3119	1011	23.2	45	0	0	0	4.3	349
3120	1011	22.6	48	0	0	0	4.1	8
3121	1011	22.3	49	0	0	0	3.1	37
3122	1011	22	50	0	0	0	3.8	41
3123	1011	21.9	52	0	0	0	3.6	41
3124	1011	21.7	52	0	0	0	4.9	332
3125	1011	21.7	52	0	0	0	4.6	4
3126	1011	22	54	0	26	0	4.4	11
3127	1011	23.5	46	123	114	0	4.6	15
3128	1011	25.1	42	346	114	0	4.9	354
3129	1011	26.6	37	514	156	0	5.3	319
3130	1011	28	29	653	183	0	6.3	314
3131	1011	29.1	28	707	231	0	7.2	346
3132	1011	30	26	719	262	0	7.7	8
3133	1011	30.7	24	722	242	0	8.8	347
3134	1011	31.1	23	668	210	0	8.9	8
3135	1011	31.1	22	524	199	0	8.9	354
3136	1011	30.8	22	384	146	0	8.9	9
3137	1011	30.1	25	217	100	0	8.9	2
3138	1011	29.2	26	62	52	0	8.2	16
3139	1011	28.1	30	0	1	0	7.4	312
3140	1011	27.1	31	0	0	0	7.4	351
3141	1011	26.1	33	0	0	0	6.9	343
3142	1011	25.1	36	0	0	1	6.7	15
3143	1011	24.1	37	0	0	1	6.7	32
3144	1011	23.1	40	0	0	1	6.3	336
3145	1011	22.1	42	0	0	1	5.3	17
3146	1011	21.1	47	0	0	1	4.6	348
3147	1011	20.5	45	0	0	1	5.5	348
3148	1011	20	45	0	0	1	5.5	348
3149	1011	19.6	44	0	0	1	3.9	15
3150	1011	19.9	45	0	28	1	3.8	349
3151	1011	21.2	43	126	120	1	4.1	13
3152	1011	22.6	38	372	100	0	5.3	350
3153	1011	23.9	33	562	122	0	5.1	338
3154	1011	25.1	31	695	157	0	5.5	23
3155	1011	26.1	29	800	170	0	4.4	336
3156	1011	26.9	29	848	177	0	4.6	346
3157	1011	27.5	28	831	171	0	4.9	359
3158	1011	27.7	26	775	143	0	5.9	359
3159	1011	27.8	26	660	111	0	5.9	332
3160	1011	27.4	27	475	98	0	6.3	22
3161	1011	26.7	28	254	90	0	6.1	23
3162	1011	25.7	32	70	58	0	7.2	28
3163	1011	24.7	35	0	2	0	5.1	7
3164	1011	24.1	42	0	0	0	5.7	47
3165	1011	23.4	42	0	0	0	5.7	332
3166	1011	22.8	47	0	0	0	5.5	349
3167	1011	22.2	50	0	0	0	5.9	321
3168	1011	21.6	51	0	0	0	6.7	351
3169	1011	21.4	52	0	0	0	5.9	7
3170	1011	21.3	51	0	0	0	5.7	324
3171	1011	21.2	50	0	0	0	7.2	346
3172	1011	21.1	47	0	0	0	8.4	12
3173	1011	21	46	0	0	0	8.4	15
3174	1011	21.4	43	0	29	0	8.4	338
3175	1011	23	43	130	113	0	7.8	352
3176	1011	24.6	37	354	111	0	8.2	20
3177	1011	26.2	32	523	152	0	8	46
3178	1011	27.6	28	668	174	0	8.9	110
3179	1011	28.8	26	765	193	0	8.8	350
3180	1011	29.8	22	792	213	0	9.4	17
3181	1011	30.5	21	808	185	0	8.8	355
3182	1011	30.9	19	761	151	0	8.2	10
3183	1011	31	18	659	112	0	8.6	5
3184	1011	30.7	18	479	97	0	8.2	4
3185	1011	30	20	258	89	0	7.8	346
3186	1011	29	22	72	58	0	9.3	9
3187	1011	27.9	22	0	2	0	8.9	332
3188	1011	27.1	26	0	0	0	8.9	17
3189	1011	26.3	27	0	0	0	7.7	7
3190	1011	25.5	27	0	0	0	7.2	156
3191	1011	24.7	28	0	0	0	6.9	295
3192	1011	23.9	28	0	0	0	7.2	331
3193	1011	23.1	31	0	0	0	7.4	298
3194	1011	22.3	32	0	0	0	7.7	325
3195	1011	21.9	33	0	0	0	7.8	231
3196	1011	21.4	37	0	0	0	7.4	341
3197	1011	21.1	37	0	0	0	7.4	39
3198	1011	21.4	33	0	30	0	7.7	22
3199	1011	22.8	30	131	120	0	7.2	316
3200	1011	24.2	30	381	97	0	6.3	350
3201	1011	25.6	26	562	130	0	5.7	4
3202	1011	26.8	22	726	139	0	7.2	341
3203	1011	27.9	21	809	165	0	7.8	327
3204	1011	28.7	21	836	185	0	8.5	276
3205	1011	29.3	20	813	183	0	9.4	292
3206	1011	29.5	20	742	163	0	9.3	57
3207	1011	29.6	19	648	119	0	9.6	27
3208	1011	29.2	21	467	103	0	9.1	344
3209	1011	28.5	23	254	88	0	9.3	297
3210	1011	27.5	27	71	59	0	10	279
3211	1011	26.4	29	0	2	0	9.9	299
3212	1011	25.9	31	0	0	0	9.6	280
3213	1011	25.3	34	0	0	0	9.7	354
3214	1011	24.8	40	0	0	0	11.1	5
3215	1011	24.2	46	0	0	0	10.6	12
3216	1011	23.7	48	0	0	0	11.1	347
3217	1011	23.6	47	0	0	0	10.8	17
3218	1011	23.5	46	0	0	0	10.4	341
3219	1011	23.4	46	0	0	0	11.8	30
3220	1011	23.4	49	0	0	0	10.8	29
3221	1011	23.3	56	0	0	0	10	333
3222	1011	23.7	63	0	30	0	10	346
3223	1011	25.3	52	121	118	0	10.4	329
3224	1011	26.8	45	325	130	0	12.3	350
3225	1011	28.4	40	482	178	0	12.6	360
3226	1011	29.8	35	630	200	0	13.5	345
3227	1011	31	33	703	235	0	13.5	349
3228	1011	31.9	31	729	256	0	13.1	316
3229	1011	32.6	28	711	251	0	12.6	355
3230	1011	33	27	643	228	0	11.8	340
3231	1011	33.1	27	536	189	0	12.6	332
3232	1011	32.7	27	383	150	0	12.3	342
3233	1011	32	31	217	103	0	12	2
3234	1011	31	34	64	55	0	11.5	2
3235	1011	30	39	0	1	0	12	303
3236	1011	29.2	45	0	0	0	10.8	343
3237	1011	28.4	45	0	0	0	10.2	343
3238	1011	27.6	47	0	0	0	9.7	346
3239	1011	26.9	47	0	0	0	10	338
3240	1011	26.1	48	0	0	0	9.7	29
3241	1011	25.3	52	0	0	0	10	329
3242	1011	24.6	55	0	0	0	10.4	288
3243	1011	24.1	55	0	0	0	11.1	276
3244	1011	23.7	55	0	0	0	11.1	284
3245	1011	23.4	51	0	0	0	10.2	289
3246	1011	23.7	49	0	30	0	11.1	300
3247	1011	25.1	48	126	117	0	10.6	329
3248	1011	26.5	43	343	120	0	11.1	39
3249	1011	27.8	40	504	165	0	11.1	296
3250	1011	29	34	644	191	0	13.5	286
3251	1011	30	31	707	233	0	13.8	170
3252	1011	30.8	29	718	264	0	15.1	55
3253	1011	31.4	27	748	226	0	15.1	43
3254	1011	31.6	27	648	226	0	15.1	316
3255	1011	31.7	28	552	179	0	14.2	337
3256	1011	31.3	27	391	146	0	15.1	334
3257	1011	30.6	29	211	107	0	15.1	331
3258	1011	29.7	32	59	59	0	15.1	17
3259	1011	28.7	35	0	1	0	14	17
3260	1011	27.9	38	0	0	0	12.3	358
3261	1011	27	40	0	0	0	12	335
3262	1011	26.2	41	0	0	0	10.2	348
3263	1011	25.3	43	0	0	0	10.8	207
3264	1011	24.5	50	0	0	0	11.5	301
3265	1011	24	50	0	0	0	13.5	286
3266	1011	23.5	56	0	0	0	11.8	321
3267	1011	23.2	56	0	0	0	13.1	45
3268	1011	22.9	58	0	0	0	12.6	17
3269	1011	22.7	60	0	0	0	10.8	269
3270	1011	23.1	62	0	31	0	10.4	31
3271	1011	24.5	54	122	119	0	10.6	171
3272	1011	25.9	48	337	124	0	11.4	23
3273	1011	27.3	41	500	163	0	11.1	7
3274	1011	28.5	34	601	220	0	11.1	334
3275	1011	29.6	32	669	259	0	12.9	342
3276	1011	30.5	31	699	278	0	13.1	334
3277	1011	31	30	676	276	0	12	7
3278	1011	31.3	28	614	249	0	12.3	346
3279	1011	31.4	27	529	194	0	11.8	317
3280	1011	31.1	28	391	146	0	11.5	15
3281	1011	30.4	29	214	112	0	10.8	71
3282	1011	29.5	32	64	63	0	10.6	16
3283	1011	28.4	33	0	2	0	10.4	357
3284	1011	27.6	35	0	0	0	10	341
3285	1011	26.8	36	0	0	0	10	17
3286	1011	25.9	36	0	0	0	8.9	352
3287	1011	25.1	42	0	0	0	8.5	14
3288	1011	24.2	44	0	0	0	9.1	349
3289	1011	23.5	45	0	0	0	8	331
3290	1011	22.7	49	0	0	0	8	21
3291	1011	22.3	56	0	0	0	7.7	346
3292	1011	22	61	0	0	0	7.7	355
3293	1011	21.9	59	0	0	0	6.9	331
3294	1011	22.4	58	32	38	0	6.7	344
3295	1011	23.5	54	181	79	0	6.7	337
3296	1011	24.9	48	401	89	0	6.7	338
3297	1011	26.3	43	596	106	0	8.5	341
3298	1011	27.7	34	738	133	0	8.9	336
3299	1011	28.9	29	816	162	0	9.6	357
3300	1011	29.8	28	824	193	0	10.2	338
3301	1011	30.5	26	814	183	0	10.2	351
3302	1011	31	24	750	160	0	11.4	340
3303	1011	31.1	25	599	157	0	10.6	348
3304	1011	30.9	26	433	124	0	10	346
3305	1011	30.2	26	239	96	0	9.7	360
3306	1011	29.3	25	73	53	0	9.6	329
3307	1011	28.3	26	0	1	0	9.1	26
3308	1011	27.5	30	0	0	0	8.6	4
3309	1011	26.7	31	0	0	0	8	322
3310	1011	25.9	34	0	0	0	8.9	357
3311	1011	25.2	36	0	0	0	8.8	0
3312	1011	24.4	40	0	0	0	8.6	315
3313	1011	24	44	0	0	0	8.6	6
3314	1011	23.5	46	0	0	0	7.8	339
3315	1011	23.2	44	0	0	0	8.2	355
3316	1011	23	42	0	0	0	7.2	323
3317	1011	23	40	0	0	0	6.9	68
3318	1011	23.5	36	35	36	0	7.4	15
3319	1011	24.6	35	193	74	0	7.4	346
3320	1012	26.1	32	409	86	0	8.2	346
3321	1012	27.6	27	591	109	0	7.4	30
3322	1012	29	23	733	136	0	8.2	317
3323	1012	30.3	20	815	163	0	8.2	318
3324	1012	31.3	18	841	183	0	7.4	45
3325	1012	32	18	835	170	0	7.8	341
3326	1012	32.5	20	755	157	0	8	342
3327	1012	32.6	21	645	123	0	8.4	17
3328	1012	32.4	21	463	108	0	9.3	334
3329	1012	31.8	22	262	83	0	9.1	54
3330	1012	30.8	25	83	51	0	9.1	23
3331	1012	29.7	28	0	2	0	7.4	329
3332	1012	29.2	33	0	0	0	6.5	327
3333	1012	28.7	36	0	0	0	6.1	6
3334	1012	28.1	38	0	0	0	5.9	321
3335	1012	27.6	39	0	0	0	5.9	5
3336	1012	27.1	40	0	0	0	5.5	332
3337	1012	26.8	38	0	0	0	4.6	10
3338	1012	26.6	40	0	0	0	4.3	343
3339	1012	26.5	41	0	0	0	4.4	347
3340	1012	26.4	41	0	0	0	3.8	324
3341	1012	26.4	40	0	0	0	3.3	340
3342	1012	27	44	38	36	0	4.1	8
3343	1012	28.2	39	200	71	0	3.1	6
3344	1012	29.8	35	422	81	0	3.1	3
3345	1012	31.4	32	621	93	0	3.6	354
3346	1012	32.9	28	773	115	0	4.3	346
3347	1012	34.3	25	862	136	0	3.9	340
3348	1012	35.4	23	892	153	0	5.5	337
3349	1012	36.2	20	886	141	0	5.1	17
3350	1012	36.7	19	817	122	0	5.5	340
3351	1012	36.9	18	685	101	0	4.9	311
3352	1012	36.7	19	511	78	0	4.4	353
3353	1012	36.1	20	299	63	0	5.3	346
3354	1012	35.1	22	60	83	4	4.9	301
3355	1012	34	22	0	2	4	5.3	7
3356	1012	33.1	27	0	0	3	5.9	348
3357	1012	32.1	31	0	0	3	4.1	47
3358	1012	31.2	34	0	0	3	3.8	353
3359	1012	30.2	38	0	0	2	3.6	36
3360	1012	29.3	41	0	0	2	3.5	328
3361	1012	28.4	44	0	0	2	3.5	356
3362	1012	27.5	43	0	0	1	4.1	43
3363	1012	27.1	46	0	0	1	4.3	113
3364	1012	26.7	48	0	0	1	5.1	349
3365	1012	26.7	46	0	0	1	4.3	38
3366	1012	27.2	40	34	37	0	5.3	327
3367	1012	28.3	38	183	76	0	4.9	201
3368	1011	29.6	32	377	104	0	4.6	323
3369	1011	31	30	558	130	0	5.1	288
3370	1011	32.4	24	701	156	0	5.9	357
3371	1011	33.5	23	784	182	0	4.9	15
3372	1011	34.5	21	827	192	0	5.5	36
3373	1011	35.2	20	818	181	0	5.1	353
3374	1011	35.7	19	750	160	0	6.7	351
3375	1011	35.8	20	640	127	0	7.2	356
3376	1011	35.6	20	460	110	0	7.7	347
3377	1011	35	20	267	82	0	6.9	200
3378	1011	34.1	20	54	84	3	6.3	293
3379	1011	33.1	21	0	2	3	5.1	321
